subdim	prefix	video	suffix	dim	task_type	negative	positive	index
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_08_001235_001295.vehicle_starts.1747.1786	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	728
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_08_001235_001295.vehicle_turns_right.1215.1316	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	730
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_08_001235_001295.vehicle_turns_right.1325.1446	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	731
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_08_001235_001295.vehicle_stops.38.190	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	732
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_08_001235_001295.vehicle_stops.1622.1698	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	733
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_09_001310_001373.vehicle_stops.1594.1633	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	734
exiting vehicle	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.person_exits_vehicle.508.588	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	735
exiting vehicle	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.person_exits_vehicle.1179.1245	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	736
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.person_closes_vehicle_door.604.647	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	737
closing vehicle door	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.person_closes_vehicle_door.1250.1292	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	738
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_stops.65.143	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	739
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_stops.865.917	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	740
stopping	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_stops.725.765	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	742
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_turns_right.134.170	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	743
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_turns_right.186.246	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	744
turning right	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_turns_right.537.597	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	745
turning left	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_turns_left.836.925	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	746
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_starts.247.297	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	747
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_starts.1295.1328	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	749
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_starts.655.695	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	750
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_starts.465.506	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	751
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_starts.855.892	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	752
starting	mllm_embedding/datasets/VIRAT/generated_clips/videos	VIRAT_S_050000_11_001530_001576.vehicle_starts.894.905	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	753
closing trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.bus.G340.r13.person_closes_trunk.3129.3207	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	754
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.bus.G340.r13.vehicle_stops.2425.2527	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	763
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.bus.G340.r13.vehicle_turns_left.4723.4888	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	764
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.bus.G340.r13.vehicle_turns_left.8607.8722	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	765
closing trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.bus.G506.r13.person_closes_trunk.3132.3212	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	768
opening trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.bus.G506.r13.person_opens_trunk.2712.2808	.mp4	human_vehicle	retrieval	person closing trunk	person opening trunk	772
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.bus.G506.r13.person_unloads_vehicle.2860.2991	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	774
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.bus.G506.r13.vehicle_stops.8779.8844	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	779
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.bus.G506.r13.vehicle_turns_left.4826.4975	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	780
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.hospital.G341.r13.vehicle_turns_left.8684.8817	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	787
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.hospital.G341.r13.vehicle_turns_left.4961.5061	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	788
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.hospital.G341.r13.vehicle_turns_right.2230.2362	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	789
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.hospital.G341.r13.vehicle_turns_right.8536.8641	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	790
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.school.G424.r13.person_closes_vehicle_door.8590.8647	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	792
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-00.13-20-00.school.G424.r13.vehicle_stops.7932.8063	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	795
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-15-01.13-20-01.school.G328.r13.vehicle_stops.7870.8017	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	798
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G336.r13.person_closes_vehicle_door.937.1026	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	801
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G336.r13.person_exits_vehicle.843.921	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	805
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G336.r13.person_opens_vehicle_door.703.810	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	807
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G336.r13.vehicle_starts.1586.1726	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	809
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.person_closes_vehicle_door.3221.3284	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	813
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.person_closes_vehicle_door.3338.3414	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	814
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.person_closes_vehicle_door.6053.6107	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	815
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.person_closes_vehicle_door.7574.7619	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	816
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.person_closes_vehicle_door.7257.7314	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	817
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.person_closes_vehicle_door.7460.7518	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	818
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.person_opens_vehicle_door.3045.3105	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	827
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.person_opens_vehicle_door.3143.3190	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	828
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.person_opens_vehicle_door.5793.5912	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	829
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.person_opens_vehicle_door.6807.6895	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	830
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.person_opens_vehicle_door.7167.7237	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	831
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.vehicle_stops.5650.5758	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	838
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.vehicle_stops.7192.7249	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	839
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.vehicle_stops.6050.6117	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	840
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.vehicle_stops.7056.7099	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	841
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-00.13-25-00.school.G424.r13.vehicle_turns_left.5579.5724	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	842
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-01.13-25-01.school.G328.r13.person_closes_vehicle_door.3434.3494	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	851
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-01.13-25-01.school.G328.r13.person_closes_vehicle_door.3527.3576	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	853
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-01.13-25-01.school.G328.r13.person_opens_vehicle_door.2983.3186	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	856
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-01.13-25-01.school.G328.r13.vehicle_turns_left.6459.6569	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	867
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-01.13-25-01.school.G328.r13.vehicle_turns_left.6713.6806	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	868
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-01.13-25-01.school.G328.r13.vehicle_turns_left.1818.1978	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	869
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-01.13-25-01.school.G328.r13.vehicle_turns_right.1945.2105	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	870
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.13-20-01.13-25-01.school.G328.r13.vehicle_turns_right.3534.3699	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	871
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.14-05-00.14-10-00.hospital.G436.r13.vehicle_turns_right.685.885	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	873
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.14-10-00.14-15-00.school.G424.r13.person_closes_vehicle_door.1773.1825	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	875
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.14-10-00.14-15-00.school.G424.r13.person_closes_vehicle_door.7494.7557	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	877
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.14-10-00.14-15-00.school.G424.r13.vehicle_stops.7069.7158	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	887
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-05	2018-03-05.14-10-00.14-15-00.school.G424.r13.vehicle_turns_right.2429.2579	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	888
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-01.11-00-01.bus.G505.r13.person_closes_vehicle_door.7504.7572	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	890
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-01.11-00-01.bus.G505.r13.person_opens_vehicle_door.7236.7319	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	891
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-01.11-00-01.bus.G505.r13.vehicle_stops.6383.6416	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	893
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-01.11-00-01.bus.G505.r13.vehicle_turns_left.1817.2042	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	894
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-01.11-00-01.bus.G505.r13.vehicle_turns_left.4390.4581	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	895
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-04.11-00-04.hospital.G341.r13.person_closes_vehicle_door.7399.7457	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	898
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-04.11-00-04.hospital.G341.r13.person_closes_vehicle_door.6942.7006	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	901
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-04.11-00-04.hospital.G341.r13.person_enters_vehicle.6875.6913	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	904
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-04.11-00-04.hospital.G341.r13.person_opens_vehicle_door.6740.6814	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	911
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-04.11-00-04.hospital.G341.r13.person_opens_vehicle_door.7120.7200	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	912
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-04.11-00-04.hospital.G341.r13.person_unloads_vehicle.6471.6562	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	913
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-04.11-00-04.hospital.G341.r13.vehicle_turns_left.7483.7714	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	916
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-05.11-00-05.school.G424.r13.person_opens_vehicle_door.8006.8071	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	917
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-05.11-00-05.school.G424.r13.person_opens_vehicle_door.8700.8761	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	919
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-05.11-00-05.school.G424.r13.person_opens_vehicle_door.7333.7399	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	920
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-05.11-00-05.school.G424.r13.person_opens_vehicle_door.8266.8317	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	921
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-05.11-00-05.school.G424.r13.person_closes_vehicle_door.8827.8889	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	927
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-05.11-00-05.school.G424.r13.person_closes_vehicle_door.8424.8472	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	928
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_closes_vehicle_door.8847.8907	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	935
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_opens_vehicle_door.7942.8033	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	938
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_opens_vehicle_door.8662.8721	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	941
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_left.5572.5694	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	945
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_left.5919.6029	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	946
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_right.1250.1387	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	947
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_right.5857.5981	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	948
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_right.7518.7654	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	949
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_right.8673.8829	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	950
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_right.8247.8397	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	951
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_right.7647.7766	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	952
opening trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G506.r13.person_opens_trunk.1427.1515	.mp4	human_vehicle	retrieval	person closing trunk	person opening trunk	953
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G506.r13.vehicle_stops.1044.1122	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	956
closing trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G506.r13.person_closes_trunk.1621.1682	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	957
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G506.r13.person_closes_vehicle_door.1329.1391	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	958
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G328.r13.vehicle_turns_left.3149.3419	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	961
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G328.r13.vehicle_turns_right.0.184	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	962
closing trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.person_closes_trunk.1522.1583	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	963
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.person_closes_vehicle_door.1229.1291	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	964
opening trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.person_opens_trunk.1329.1409	.mp4	human_vehicle	retrieval	person closing trunk	person opening trunk	966
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.person_unloads_vehicle.1403.1549	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	967
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.vehicle_turns_left.2162.2491	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	974
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.vehicle_turns_left.824.921	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	975
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.vehicle_turns_right.625.789	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	976
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.person_closes_vehicle_door.8430.8497	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	979
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.vehicle_turns_left.8109.8238	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	987
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.vehicle_turns_left.539.672	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	988
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.vehicle_turns_left.3933.4086	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	989
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.vehicle_turns_left.8889.8967	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	990
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-07.11-05-07.school.G339.r13.vehicle_stops.3364.3498	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	997
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-07.11-05-07.school.G339.r13.vehicle_turns_left.3669.3803	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	998
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-07.11-05-07.school.G339.r13.vehicle_turns_left.3779.3909	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	999
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-07.11-05-07.school.G339.r13.vehicle_turns_left.5879.5979	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1000
