subdim	prefix	video	suffix	dim	task_type	negative	positive	index
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-05.11-00-05.school.G424.r13.vehicle_stops.7820.7958	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	925
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-05.11-00-05.school.G424.r13.person_closes_vehicle_door.8827.8889	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	927
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-05.11-00-05.school.G424.r13.person_closes_vehicle_door.8424.8472	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	928
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-05.11-00-05.school.G424.r13.person_enters_vehicle.8760.8889	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	929
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-05.11-00-05.school.G424.r13.person_exits_vehicle.8132.8347	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	930
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-05.11-00-05.school.G424.r13.person_exits_vehicle.7333.7473	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	931
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_closes_vehicle_door.8784.8846	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	933
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_closes_vehicle_door.8777.8841	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	934
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_closes_vehicle_door.8847.8907	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	935
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_exits_vehicle.8098.8311	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	936
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_exits_vehicle.8256.8329	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	937
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_opens_vehicle_door.7942.8033	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	938
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_opens_vehicle_door.8098.8211	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	939
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_opens_vehicle_door.8662.8721	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	941
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_unloads_vehicle.8559.8841	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	942
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.person_unloads_vehicle.8734.8846	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	943
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_stops.7811.7920	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	944
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_left.5572.5694	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	945
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_left.5919.6029	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	946
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_right.1250.1387	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	947
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_right.5857.5981	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	948
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_right.7518.7654	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	949
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_right.8673.8829	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	950
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_right.8247.8397	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	951
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-07.11-00-07.school.G339.r13.vehicle_turns_right.7647.7766	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	952
opening trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G506.r13.person_opens_trunk.1427.1515	.mp4	human_vehicle	retrieval	person closing trunk	person opening trunk	953
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G506.r13.person_unloads_vehicle.1551.1682	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	954
reversing	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G506.r13.vehicle_reverses.1915.2150	.mp4	vehicle	retrieval	vehicle driving forward	vehicle reversing	955
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G506.r13.vehicle_stops.1044.1122	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	956
closing trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G506.r13.person_closes_trunk.1621.1682	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	957
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G506.r13.person_closes_vehicle_door.1329.1391	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	958
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G506.r13.person_exits_vehicle.1174.1349	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	959
driving forward	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G506.r13.vehicle_drives_forward.2150.1915	.mp4	vehicle	retrieval	vehicle reversing	vehicle driving forward	960
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G328.r13.vehicle_turns_left.3149.3419	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	961
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G328.r13.vehicle_turns_right.0.184	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	962
closing trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.person_closes_trunk.1522.1583	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	963
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.person_closes_vehicle_door.1229.1291	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	964
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.person_exits_vehicle.1041.1256	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	965
opening trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.person_opens_trunk.1329.1409	.mp4	human_vehicle	retrieval	person closing trunk	person opening trunk	966
unloading vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.person_unloads_vehicle.1403.1549	.mp4	human_vehicle	retrieval	person loading vehicle	person unloading vehicle	967
reversing	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.vehicle_reverses.1817.2100	.mp4	vehicle	retrieval	vehicle driving forward	vehicle reversing	968
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.vehicle_stops.941.1023	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	971
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.vehicle_stops.710.797	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	973
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.vehicle_turns_left.2162.2491	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	974
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.vehicle_turns_left.824.921	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	975
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.vehicle_turns_right.625.789	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	976
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.vehicle_turns_right.923.1039	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	977
driving forward	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-04.11-05-04.hospital.G341.r13.vehicle_drives_forward.2100.1817	.mp4	vehicle	retrieval	vehicle reversing	vehicle driving forward	978
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.person_closes_vehicle_door.8430.8497	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	979
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.person_exits_vehicle.8345.8452	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	980
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.person_opens_vehicle_door.8345.8403	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	981
reversing	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.vehicle_reverses.8704.8769	.mp4	vehicle	retrieval	vehicle driving forward	vehicle reversing	982
starting	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.vehicle_starts.8530.8585	.mp4	vehicle	retrieval	vehicle stopping	vehicle starting	983
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.vehicle_stops.8156.8273	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	985
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.vehicle_turns_left.8109.8238	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	987
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.vehicle_turns_left.539.672	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	988
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.vehicle_turns_left.3933.4086	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	989
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.vehicle_turns_left.8889.8967	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	990
driving forward	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-05.school.G336.r13.vehicle_drives_forward.8769.8704	.mp4	vehicle	retrieval	vehicle reversing	vehicle driving forward	991
reversing	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-06.school.G300.r13.vehicle_reverses.5494.5724	.mp4	vehicle	retrieval	vehicle driving forward	vehicle reversing	992
driving forward	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-06.11-05-06.school.G300.r13.vehicle_drives_forward.5724.5494	.mp4	vehicle	retrieval	vehicle reversing	vehicle driving forward	994
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-07.11-05-07.school.G339.r13.vehicle_turns_left.3669.3803	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	998
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-07.11-05-07.school.G339.r13.vehicle_turns_left.3779.3909	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	999
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-07.11-05-07.school.G339.r13.vehicle_turns_left.5879.5979	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1000
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-07.11-05-07.school.G339.r13.vehicle_turns_left.6739.6849	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1001
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-01.11-10-01.school.G328.r13.person_enters_vehicle.7237.7419	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1003
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-01.11-10-01.school.G328.r13.person_opens_vehicle_door.7237.7314	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1004
reversing	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-01.11-10-01.school.G328.r13.vehicle_reverses.7655.7928	.mp4	vehicle	retrieval	vehicle driving forward	vehicle reversing	1005
driving forward	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-01.11-10-01.school.G328.r13.vehicle_drives_forward.7928.7655	.mp4	vehicle	retrieval	vehicle reversing	vehicle driving forward	1006
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-04.11-10-04.hospital.G341.r13.vehicle_turns_left.1399.1515	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1015
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-04.11-10-04.hospital.G341.r13.vehicle_turns_right.8249.8373	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1016
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-04.11-10-04.hospital.G341.r13.vehicle_turns_right.8911.8999	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1017
closing trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-06.11-10-06.bus.G340.r13.person_closes_trunk.2260.2308	.mp4	human_vehicle	retrieval	person opening trunk	person closing trunk	1018
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-06.11-10-06.bus.G340.r13.person_closes_vehicle_door.2609.2680	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1019
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-06.11-10-06.bus.G340.r13.person_enters_vehicle.2447.2615	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1020
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-06.11-10-06.bus.G340.r13.person_enters_vehicle.2493.2680	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1021
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-06.11-10-06.bus.G340.r13.person_enters_vehicle.2898.2994	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1022
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-06.11-10-06.bus.G340.r13.person_enters_vehicle.2331.2382	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1023
opening trunk	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-06.11-10-06.bus.G340.r13.person_opens_trunk.61.121	.mp4	human_vehicle	retrieval	person closing trunk	person opening trunk	1024
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-06.11-10-06.bus.G340.r13.person_opens_vehicle_door.609.685	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1025
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-06.11-10-06.bus.G340.r13.person_opens_vehicle_door.2447.2507	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1026
reversing	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-06.11-10-06.bus.G340.r13.vehicle_reverses.3306.3667	.mp4	vehicle	retrieval	vehicle driving forward	vehicle reversing	1027
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-06.11-10-06.bus.G340.r13.vehicle_turns_left.754.837	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1028
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-07.11-10-07.school.G339.r13.vehicle_turns_right.3594.3730	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1030
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-07.11-10-07.school.G339.r13.vehicle_turns_right.3689.3819	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1031
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-07.11-10-07.school.G339.r13.vehicle_turns_right.6988.7138	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1032
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-00.11-15-00.hospital.G436.r13.vehicle_turns_left.3267.3390	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1033
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-00.11-15-00.hospital.G436.r13.vehicle_turns_right.761.918	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1034
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-01.11-15-01.bus.G505.r13.vehicle_turns_right.0.92	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1035
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-01.11-15-01.bus.G505.r13.vehicle_turns_right.7272.7354	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1036
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-04.11-15-04.hospital.G341.r13.vehicle_turns_right.0.97	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1037
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-04.11-15-04.hospital.G341.r13.vehicle_turns_right.3568.3725	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1038
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-04.11-15-04.hospital.G341.r13.vehicle_turns_right.4376.4512	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1039
stopping	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-06.11-15-06.school.G300.r13.vehicle_stops.6894.6999	.mp4	vehicle	retrieval	vehicle starting	vehicle stopping	1040
turning right	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-07.11-15-07.school.G339.r13.vehicle_turns_right.8768.8942	.mp4	vehicle	retrieval	vehicle turning left	vehicle turning right	1041
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G340.r13.person_closes_vehicle_door.427.497	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1042
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G340.r13.person_closes_vehicle_door.3269.3328	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1043
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G340.r13.person_closes_vehicle_door.5186.5248	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1044
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G340.r13.person_closes_vehicle_door.7092.7142	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1045
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G340.r13.person_enters_vehicle.4821.5248	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1046
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G340.r13.person_exits_vehicle.303.468	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1047
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G340.r13.person_exits_vehicle.3108.3264	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1048
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G340.r13.person_exits_vehicle.6971.7098	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1049
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G340.r13.person_opens_vehicle_door.303.382	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1050
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G340.r13.person_opens_vehicle_door.3108.3195	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1051
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G340.r13.person_opens_vehicle_door.4821.4893	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1052
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G340.r13.person_opens_vehicle_door.6971.7046	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1053
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G506.r13.person_enters_vehicle.8802.8896	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1056
entering vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G506.r13.person_enters_vehicle.4817.5244	.mp4	human_vehicle	retrieval	person exiting vehicle	person entering vehicle	1057
exiting vehicle	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G506.r13.person_exits_vehicle.3116.3267	.mp4	human_vehicle	retrieval	person entering vehicle	person exiting vehicle	1058
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G506.r13.person_closes_vehicle_door.3261.3321	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1059
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G506.r13.person_closes_vehicle_door.8811.8896	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1060
closing vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G506.r13.person_closes_vehicle_door.5179.5244	.mp4	human_vehicle	retrieval	person opening vehicle door	person closing vehicle door	1061
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G506.r13.person_opens_vehicle_door.3116.3209	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1062
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G506.r13.person_opens_vehicle_door.8521.8578	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1063
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G506.r13.person_opens_vehicle_door.8469.8554	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1064
opening vehicle door	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G506.r13.person_opens_vehicle_door.4817.4890	.mp4	human_vehicle	retrieval	person closing vehicle door	person opening vehicle door	1065
turning left	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-01.16-55-01.bus.G505.r13.vehicle_turns_left.5904.6195	.mp4	vehicle	retrieval	vehicle turning right	vehicle turning left	1068
