subdim	prefix	video	suffix	dim	task_type	negative	positive	index
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.school.G421.r13.person_embraces_person.8279.8385	.mp4	distractor	retrieval	distractor	distractor	3484
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-01.11-15-01.school.G421.r13.person_texts_on_phone.0.48	.mp4	distractor	retrieval	distractor	distractor	3485
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.admin.G329.r13.person_talks_on_phone.3922.4209	.mp4	distractor	retrieval	distractor	distractor	3486
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-00.17-30-00.admin.G329.r13.person_talks_on_phone.6015.6217	.mp4	distractor	retrieval	distractor	distractor	3487
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G331.r13.person_stands_up.8160.8227	.mp4	distractor	retrieval	distractor	distractor	3488
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-01.11-15-01.school.G421.r13.person_puts_down_object.7501.7516	.mp4	distractor	retrieval	distractor	distractor	3489
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.school.G421.r13.person_puts_down_object.1364.1381	.mp4	distractor	retrieval	distractor	distractor	3490
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.school.G421.r13.person_purchases.4261.4433	.mp4	distractor	retrieval	distractor	distractor	3491
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-25-00.17-30-00.bus.G508.r13.person_enters_scene_through_structure.7274.7319	.mp4	distractor	retrieval	distractor	distractor	3492
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.admin.G329.r13.person_enters_scene_through_structure.8803.8852	.mp4	distractor	retrieval	distractor	distractor	3493
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.admin.G329.r13.person_enters_scene_through_structure.8606.8662	.mp4	distractor	retrieval	distractor	distractor	3494
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.school.G421.r13.person_puts_down_object.6636.6654	.mp4	distractor	retrieval	distractor	distractor	3495
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.school.G421.r13.person_enters_scene_through_structure.3783.3871	.mp4	distractor	retrieval	distractor	distractor	3496
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-20-00.17-25-00.bus.G331.r13.person_sits_down.4836.4894	.mp4	distractor	retrieval	distractor	distractor	3497
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.school.G419.r13.person_exits_scene_through_structure.411.523	.mp4	distractor	retrieval	distractor	distractor	3498
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_texts_on_phone.7675.7904	.mp4	distractor	retrieval	distractor	distractor	3499
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.bus.G508.r13.person_sits_down.4159.4189	.mp4	distractor	retrieval	distractor	distractor	3500
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G419.r13.person_talks_on_phone.2278.2319	.mp4	distractor	retrieval	distractor	distractor	3501
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-01.11-15-01.school.G421.r13.person_stands_up.7149.7172	.mp4	distractor	retrieval	distractor	distractor	3502
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-01.11-10-01.school.G419.r13.person_carries_heavy_object.2261.2526	.mp4	distractor	retrieval	distractor	distractor	3503
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.bus.G506.r13.person_talks_to_person.7947.8145	.mp4	distractor	retrieval	distractor	distractor	3504
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-20-00.17-25-00.bus.G331.r13.person_stands_up.2733.2771	.mp4	distractor	retrieval	distractor	distractor	3505
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-20-00.17-25-00.bus.G331.r13.person_talks_to_person.6694.6881	.mp4	distractor	retrieval	distractor	distractor	3506
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.admin.G326.r13.person_opens_facility_door.8261.8332	.mp4	distractor	retrieval	distractor	distractor	3507
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-01.11-15-01.admin.G329.r13.person_enters_scene_through_structure.1651.1711	.mp4	distractor	retrieval	distractor	distractor	3508
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-01.11-15-01.school.G421.r13.person_puts_down_object.3964.3979	.mp4	distractor	retrieval	distractor	distractor	3509
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-05-00.17-10-00.admin.G329.r13.person_exits_scene_through_structure.436.511	.mp4	distractor	retrieval	distractor	distractor	3510
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.school.G419.r13.person_opens_facility_door.29.112	.mp4	distractor	retrieval	distractor	distractor	3511
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.school.G638.r13.person_exits_scene_through_structure.2765.3010	.mp4	distractor	retrieval	distractor	distractor	3512
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-00.11-00-00.bus.G508.r13.person_puts_down_object.2913.2937	.mp4	distractor	retrieval	distractor	distractor	3513
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-01.17-05-01.admin.G326.r13.person_exits_scene_through_structure.8462.8542	.mp4	distractor	retrieval	distractor	distractor	3514
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_puts_down_object.4580.4600	.mp4	distractor	retrieval	distractor	distractor	3515
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G331.r13.person_sits_down.7318.7365	.mp4	distractor	retrieval	distractor	distractor	3516
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-20-00.17-25-00.bus.G331.r13.person_opens_facility_door.5627.5687	.mp4	distractor	retrieval	distractor	distractor	3517
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-20-06.17-25-03.school.G300.r13.person_enters_scene_through_structure.1111.1141	.mp4	distractor	retrieval	distractor	distractor	3518
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.school.G421.r13.person_picks_up_object.6984.7092	.mp4	distractor	retrieval	distractor	distractor	3519
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-05-00.17-10-00.admin.G329.r13.person_exits_scene_through_structure.4187.4227	.mp4	distractor	retrieval	distractor	distractor	3520
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.school.G638.r13.person_talks_to_person.7799.8053	.mp4	distractor	retrieval	distractor	distractor	3521
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-20-01.17-25-01.school.G420.r13.person_enters_scene_through_structure.680.772	.mp4	distractor	retrieval	distractor	distractor	3522
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_transfers_object.1169.1246	.mp4	distractor	retrieval	distractor	distractor	3523
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.school.G421.r13.person_sits_down.7104.7139	.mp4	distractor	retrieval	distractor	distractor	3524
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-00.11-10-00.bus.G331.r13.person_talks_to_person.3185.3398	.mp4	distractor	retrieval	distractor	distractor	3525
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.school.G421.r13.person_stands_up.7918.7974	.mp4	distractor	retrieval	distractor	distractor	3526
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.school.G638.r13.person_texts_on_phone.6460.6590	.mp4	distractor	retrieval	distractor	distractor	3527
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G331.r13.person_texts_on_phone.0.62	.mp4	distractor	retrieval	distractor	distractor	3528
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-01.11-15-01.school.G421.r13.person_sits_down.7941.7980	.mp4	distractor	retrieval	distractor	distractor	3529
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.admin.G329.r13.person_exits_scene_through_structure.4979.5022	.mp4	distractor	retrieval	distractor	distractor	3530
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-00.11-10-00.bus.G331.r13.person_sits_down.2468.2482	.mp4	distractor	retrieval	distractor	distractor	3531
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_picks_up_object.4045.4061	.mp4	distractor	retrieval	distractor	distractor	3532
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G506.r13.person_enters_scene_through_structure.6382.6435	.mp4	distractor	retrieval	distractor	distractor	3533
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G506.r13.person_opens_facility_door.6830.6942	.mp4	distractor	retrieval	distractor	distractor	3534
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.admin.G329.r13.person_exits_scene_through_structure.7549.7626	.mp4	distractor	retrieval	distractor	distractor	3535
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.bus.G331.r13.person_picks_up_object.740.760	.mp4	distractor	retrieval	distractor	distractor	3536
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-00.11-10-00.bus.G331.r13.person_sits_down.4459.4484	.mp4	distractor	retrieval	distractor	distractor	3537
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_picks_up_object.2291.2309	.mp4	distractor	retrieval	distractor	distractor	3538
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.person_opens_facility_door.2846.2929	.mp4	distractor	retrieval	distractor	distractor	3539
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-01.11-00-01.school.G419.r13.person_exits_scene_through_structure.7353.7433	.mp4	distractor	retrieval	distractor	distractor	3540
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-06.16-55-06.school.G300.r13.person_enters_scene_through_structure.268.391	.mp4	distractor	retrieval	distractor	distractor	3541
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.school.G421.r13.person_enters_scene_through_structure.8043.8094	.mp4	distractor	retrieval	distractor	distractor	3542
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.school.G421.r13.person_talks_to_person.6293.6533	.mp4	distractor	retrieval	distractor	distractor	3543
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_talks_on_phone.8880.9001	.mp4	distractor	retrieval	distractor	distractor	3544
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-00.11-10-00.bus.G331.r13.person_stands_up.1995.2020	.mp4	distractor	retrieval	distractor	distractor	3545
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_puts_down_object.374.392	.mp4	distractor	retrieval	distractor	distractor	3546
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-00.11-15-00.admin.G326.r13.person_enters_scene_through_structure.3299.3421	.mp4	distractor	retrieval	distractor	distractor	3547
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-01.11-15-01.school.G421.r13.person_sits_down.560.591	.mp4	distractor	retrieval	distractor	distractor	3548
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-01.17-00-01.admin.G326.r13.person_exits_scene_through_structure.5083.5164	.mp4	distractor	retrieval	distractor	distractor	3549
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-01.17-00-01.admin.G326.r13.person_enters_scene_through_structure.1723.1801	.mp4	distractor	retrieval	distractor	distractor	3550
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.school.G299.r13.person_puts_down_object.8234.8263	.mp4	distractor	retrieval	distractor	distractor	3551
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-01.17-00-01.admin.G326.r13.person_exits_scene_through_structure.4939.5033	.mp4	distractor	retrieval	distractor	distractor	3552
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.school.G421.r13.person_picks_up_object.1832.1901	.mp4	distractor	retrieval	distractor	distractor	3553
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G331.r13.person_texts_on_phone.963.1089	.mp4	distractor	retrieval	distractor	distractor	3554
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G331.r13.person_stands_up.4737.4774	.mp4	distractor	retrieval	distractor	distractor	3555
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.school.G421.r13.person_enters_scene_through_structure.7549.7605	.mp4	distractor	retrieval	distractor	distractor	3556
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_puts_down_object.3206.3221	.mp4	distractor	retrieval	distractor	distractor	3557
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.school.G421.r13.person_puts_down_object.4229.4251	.mp4	distractor	retrieval	distractor	distractor	3558
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.school.G421.r13.person_embraces_person.1463.1569	.mp4	distractor	retrieval	distractor	distractor	3559
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_picks_up_object.6960.6976	.mp4	distractor	retrieval	distractor	distractor	3560
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_transfers_object.4139.4225	.mp4	distractor	retrieval	distractor	distractor	3561
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.bus.G506.r13.person_exits_scene_through_structure.1171.1399	.mp4	distractor	retrieval	distractor	distractor	3562
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G506.r13.person_carries_heavy_object.1608.1627	.mp4	distractor	retrieval	distractor	distractor	3563
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G331.r13.person_picks_up_object.6918.6937	.mp4	distractor	retrieval	distractor	distractor	3564
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.school.G421.r13.person_picks_up_object.5198.5229	.mp4	distractor	retrieval	distractor	distractor	3565
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-00.11-10-00.bus.G331.r13.person_stands_up.4492.4517	.mp4	distractor	retrieval	distractor	distractor	3566
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.bus.G509.r13.person_exits_scene_through_structure.1645.1705	.mp4	distractor	retrieval	distractor	distractor	3567
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-01.17-00-01.admin.G326.r13.person_enters_scene_through_structure.1769.1844	.mp4	distractor	retrieval	distractor	distractor	3568
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.school.G421.r13.person_texts_on_phone.3184.3275	.mp4	distractor	retrieval	distractor	distractor	3569
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G331.r13.person_transfers_object.8776.8861	.mp4	distractor	retrieval	distractor	distractor	3570
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-05.17-05-05.hospital.G341.r13.person_carries_heavy_object.1281.1470	.mp4	distractor	retrieval	distractor	distractor	3571
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-01.17-35-01.admin.G326.r13.person_opens_facility_door.1683.1776	.mp4	distractor	retrieval	distractor	distractor	3572
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.admin.G329.r13.person_enters_scene_through_structure.4620.4649	.mp4	distractor	retrieval	distractor	distractor	3573
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-06.17-40-06.school.G339.r13.person_picks_up_object.8139.8268	.mp4	distractor	retrieval	distractor	distractor	3574
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.bus.G506.r13.person_texts_on_phone.3179.3282	.mp4	distractor	retrieval	distractor	distractor	3575
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-01.11-15-01.school.G421.r13.person_embraces_person.7132.7289	.mp4	distractor	retrieval	distractor	distractor	3576
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G419.r13.person_enters_scene_through_structure.7503.7626	.mp4	distractor	retrieval	distractor	distractor	3577
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.admin.G329.r13.person_enters_scene_through_structure.8655.8714	.mp4	distractor	retrieval	distractor	distractor	3578
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.school.G421.r13.person_stands_up.3705.3779	.mp4	distractor	retrieval	distractor	distractor	3579
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_transfers_object.6549.6646	.mp4	distractor	retrieval	distractor	distractor	3580
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-00.11-05-00.school.G420.r13.person_exits_scene_through_structure.727.797	.mp4	distractor	retrieval	distractor	distractor	3581
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.school.G421.r13.person_puts_down_object.2587.2611	.mp4	distractor	retrieval	distractor	distractor	3582
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.admin.G329.r13.person_enters_scene_through_structure.4599.4628	.mp4	distractor	retrieval	distractor	distractor	3583
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.10-55-00.11-00-00.bus.G508.r13.person_sits_down.7278.7305	.mp4	distractor	retrieval	distractor	distractor	3584
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_picks_up_object.1045.1061	.mp4	distractor	retrieval	distractor	distractor	3585
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-01.11-15-01.school.G421.r13.person_embraces_person.7412.7537	.mp4	distractor	retrieval	distractor	distractor	3586
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-01.17-00-01.admin.G326.r13.person_enters_scene_through_structure.1943.2019	.mp4	distractor	retrieval	distractor	distractor	3587
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G509.r13.person_enters_scene_through_structure.4533.4613	.mp4	distractor	retrieval	distractor	distractor	3588
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-05.17-40-05.hospital.G341.r13.person_texts_on_phone.8921.8999	.mp4	distractor	retrieval	distractor	distractor	3589
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.bus.G506.r13.person_exits_scene_through_structure.2564.2676	.mp4	distractor	retrieval	distractor	distractor	3590
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.bus.G506.r13.person_opens_facility_door.2724.2781	.mp4	distractor	retrieval	distractor	distractor	3591
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-05-01.17-10-01.hospital.G436.r13.person_texts_on_phone.8082.8256	.mp4	distractor	retrieval	distractor	distractor	3592
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.school.G421.r13.person_enters_scene_through_structure.7512.7564	.mp4	distractor	retrieval	distractor	distractor	3593
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G331.r13.person_enters_scene_through_structure.6217.6269	.mp4	distractor	retrieval	distractor	distractor	3594
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_puts_down_object.5701.5719	.mp4	distractor	retrieval	distractor	distractor	3595
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.bus.G331.r13.person_talks_to_person.56.270	.mp4	distractor	retrieval	distractor	distractor	3596
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-20-00.17-25-00.bus.G508.r13.person_enters_scene_through_structure.6129.6179	.mp4	distractor	retrieval	distractor	distractor	3597
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-35-00.17-40-00.bus.G331.r13.person_stands_up.4404.4432	.mp4	distractor	retrieval	distractor	distractor	3598
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-05-00.11-10-00.bus.G331.r13.person_sits_down.4540.4562	.mp4	distractor	retrieval	distractor	distractor	3599
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.school.G419.r13.person_exits_scene_through_structure.99.244	.mp4	distractor	retrieval	distractor	distractor	3600
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G331.r13.person_stands_up.1482.1519	.mp4	distractor	retrieval	distractor	distractor	3601
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.school.G421.r13.person_puts_down_object.769.788	.mp4	distractor	retrieval	distractor	distractor	3602
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.school.G421.r13.person_puts_down_object.3438.3504	.mp4	distractor	retrieval	distractor	distractor	3603
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.school.G421.r13.person_enters_scene_through_structure.5308.5345	.mp4	distractor	retrieval	distractor	distractor	3604
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.bus.G506.r13.person_picks_up_object.7899.7916	.mp4	distractor	retrieval	distractor	distractor	3605
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.bus.G331.r13.person_texts_on_phone.1323.1410	.mp4	distractor	retrieval	distractor	distractor	3606
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-00.17-35-00.school.G421.r13.person_transfers_object.3661.3743	.mp4	distractor	retrieval	distractor	distractor	3607
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-55-00.17-00-00.school.G421.r13.person_picks_up_object.1325.1408	.mp4	distractor	retrieval	distractor	distractor	3608
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-00-00.17-05-00.admin.G329.r13.person_exits_scene_through_structure.4162.4235	.mp4	distractor	retrieval	distractor	distractor	3609
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.school.G419.r13.person_talks_to_person.0.161	.mp4	distractor	retrieval	distractor	distractor	3610
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-00-01.11-05-01.school.G421.r13.person_texts_on_phone.868.930	.mp4	distractor	retrieval	distractor	distractor	3611
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.11-10-01.11-15-01.school.G421.r13.person_picks_up_object.3703.3718	.mp4	distractor	retrieval	distractor	distractor	3612
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.16-50-00.16-55-00.school.G421.r13.person_sits_down.4829.4883	.mp4	distractor	retrieval	distractor	distractor	3613
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-20-01.17-25-01.school.G420.r13.person_opens_facility_door.166.256	.mp4	distractor	retrieval	distractor	distractor	3614
distractor	mllm_embedding/datasets/MEVA/generated_clips/videos/2018-03-07	2018-03-07.17-30-05.17-35-05.hospital.G341.r13.person_talks_to_person.931.1188	.mp4	distractor	retrieval	distractor	distractor	3615
